number,title,tag1,tag2,tag3,tag4
PD0285/DR/500/298,Detailed Design Carrier & Filter Drains Sheet 98 Cotgrave Overbridge,DR,Drawing,Carrier & Filter Drains,Section 1B
PD0285/DR/500/299,Detailed Design Carrier & Filter Drains Sheet 99 Cotgrave Overbridge,DR,Drawing,Carrier & Filter Drains,Section 1B
PD0285/DR/500/224,Detailed Design Carrier & Filter Drains Sheet 24 Ch 7380 - 7700,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/225,Detailed Design Carrier & Filter Drains Sheet 25 Ch 7700 - 8000,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/226,Detailed Design Carrier & Filter Drains Sheet 26 Ch 8000 - 8300,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/227,Detailed Design Carrier & Filter Drains Sheet 27 Ch 8300 - 8600,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/228,Detailed Design Carrier & Filter Drains Sheet 28 Ch 8600 - 8880,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/229,Detailed Design Carrier & Filter Drains Sheet 29 Ch 8880 - 9200,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/230,Detailed Design Carrier & Filter Drains Sheet 30 Ch 9200 - 9500,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/231,Detailed Design Carrier & Filter Drains Sheet 31 Ch 9500 - 9800,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/232,Detailed Design Carrier & Filter Drains Sheet 32 Ch 9800 - 10100,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/233,Detailed Design Carrier & Filter Drains Sheet 33 Ch 10100 - 10400,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/234,Detailed Design Carrier & Filter Drains Sheet 34 Ch 10400 - 10700,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/235,Detailed Design Carrier & Filter Drains Sheet 35 Ch 10700 - 11000,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/236,Detailed Design Carrier & Filter Drains Sheet 36 Ch 11000 - 11300,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/237,Detailed Design Carrier & Filter Drains Sheet 37 Ch 11300 - 11620,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/238,Detailed Design Carrier & Filter Drains Sheet 38 Ch 11620 - 11940,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/239,Detailed Design Carrier & Filter Drains Sheet 39 Ch 11940 - 12260,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/240,Detailed Design Carrier & Filter Drains Sheet 40 Ch 12260 - 12580,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/241,Detailed Design Carrier & Filter Drains Sheet 41 Ch 12580 - 12860,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/300,Detailed Design Carrier & Filter Drains Sheet 100 Stragglethorpe Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/301,Detailed Design Carrier & Filter Drains Sheet 101 Nottingham Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/302,Detailed Design Carrier & Filter Drains Sheet 102 Cropwell Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/303,Detailed Design Carrier & Filter Drains Sheet 103 Cropwell Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/304,Detailed Design Carrier & Filter Drains Sheet 104 Cropwell Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/305,Detailed Design Carrier & Filter Drains Sheet 105 Cropwell Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/306,Detailed Design Carrier & Filter Drains Sheet 106 Henson Lane,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/307,Detailed Design Carrier & Filter Drains Sheet 107 Henson Lane,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/308,Detailed Design Carrier & Filter Drains Sheet 108 Henson Lane,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/309,Detailed Design Carrier & Filter Drains Sheet 109 Grantham Road,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/310,Detailed Design Carrier & Filter Drains Sheet 110 Telecom Mast Access Track/Saxondale Roundabout,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/311,Detailed Design Carrier & Filter Drains Sheet 111 Saxondale Roundabout,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/312,Detailed Design Carrier & Filter Drains Sheet 112 Existing A46 Access Track,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/313,Detailed Design Carrier & Filter Drains Sheet 113 Saxondale Roundabout,DR,Drawing,Carrier & Filter Drains,Section 1C
PD0285/DR/500/242,Detailed Design Carrier & Filter Drains Sheet 42 Ch 12860 - 13180,DR,Drawing,Carrier & Filter Drains,Section 2
PD0285/DR/500/243,Detailed Design Carrier & Filter Drains Sheet 43 Ch 13180 - 13500,DR,Drawing,Carrier & Filter Drains,Section 2
